date,fund,company,ticker,holding,market value($),weight(%)
2021-01-26,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,947170.0,106698700.5,3.87
2021-01-26,ARKF,PINTEREST INC- CLASS A,PINS,1471895.0,101914009.8,3.7
2021-01-26,ARKF,SEA LTD-ADR,SE,462628.0,100492054.16,3.65
2021-01-26,ARKF,PAYPAL HOLDINGS INC,PYPL,405616.0,97753456.0,3.55
2021-01-26,ARKF,ADYEN NV,ADYEN,40914.0,92420656.8,3.35
2021-01-26,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,321486.0,85489557.12,3.1
2021-01-26,ARKF,MEITUAN-CLASS B,3690,1649086.0,80536609.73,2.92
2021-01-26,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,798813.0,71357965.29,2.59
2021-01-26,ARKF,YEAHKA LTD,9923,6624000.0,71432529.7,2.59
2021-01-26,ARKF,AMAZON.COM INC,AMZN,20566.0,68405189.58,2.48
2021-01-26,ARKF,TWILIO INC - A,TWLO,190680.0,67720002.0,2.46
2021-01-26,ARKF,SNAP INC - A,SNAP,1218869.0,64953529.01,2.36
2021-01-26,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,9999845.0,64366996.31,2.34
2021-01-26,ARKF,APPLE INC,AAPL,435980.0,62414896.8,2.27
2021-01-26,ARKF,Z HOLDINGS CORP,4689,9317930.0,61624879.46,2.24
2021-01-26,ARKF,DOCUSIGN INC,DOCU,258422.0,60757596.42,2.21
2021-01-26,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,833796.0,59082992.12,2.14
2021-01-26,ARKF,LENDINGTREE INC,TREE UW,172402.0,57901211.7,2.1
2021-01-26,ARKF,SHOPIFY INC - CLASS A,SHOP,45853.0,53178933.81,1.93
2021-01-26,ARKF,FACEBOOK INC-CLASS A,FB,187990.0,53022579.5,1.92
2021-01-26,ARKF,WORKDAY INC-CLASS A,WDAY,211107.0,49736809.2,1.81
2021-01-26,ARKF,SPLUNK INC,SPLK,283225.0,49213176.0,1.79
2021-01-26,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,1719380.0,47626826.0,1.73
2021-01-26,ARKF,TELADOC HEALTH INC,TDOC,157882.0,45190564.86,1.64
2021-01-26,ARKF,INTUIT INC,INTU,113371.0,42491450.8,1.54
2021-01-26,ARKF,JD.COM INC-ADR,JD,435124.0,42193974.28,1.53
2021-01-26,ARKF,PINDUODUO INC-ADR,PDD,234353.0,40772734.94,1.48
2021-01-26,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,321043.0,40660095.95,1.48
2021-01-26,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,869108.0,35068507.8,1.27
2021-01-26,ARKF,SCHWAB (CHARLES) CORP,SCHW,616871.0,34674318.91,1.26
2021-01-26,ARKF,BASE INC,4477,288100.0,33786158.97,1.23
2021-01-26,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,276621.0,33653710.86,1.22
2021-01-26,ARKF,KE HOLDINGS INC,BEKE,437909.0,27903561.48,1.01
2021-01-26,ARKF,NVIDIA CORP,NVDA,51150.0,27488521.5,1.0
2021-01-26,ARKF,HDFC BANK LTD-ADR,HDB,353075.0,25703860.0,0.93
2021-01-26,ARKF,DISCOVERY LTD,DSY,2940835.0,25435831.43,0.92
2021-01-26,ARKF,LENDINGCLUB CORP,LC,1879598.0,21258253.38,0.77
2021-01-26,ARKF,VERISK ANALYTICS INC,VRSK,98312.0,18531812.0,0.67
2021-01-26,ARKF,MARKETAXESS HOLDINGS INC,MKTX,21402.0,10910953.62,0.4
2021-01-26,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,53131.0,3469454.3,0.13
2021-01-26,PRNT,EXONE CO/THE,XONE,851831.0,24328293.36,7.72
2021-01-26,PRNT,3D SYSTEMS CORP,DDD,480219.0,17859344.61,5.66
2021-01-26,PRNT,STRATASYS LTD,SSYS,416073.0,17637334.47,5.59
2021-01-26,PRNT,PROTO LABS INC,PRLB,71071.0,15919904.0,5.05
2021-01-26,PRNT,DESKTOP METAL INC-A,DM,536970.0,14133050.4,4.48
2021-01-26,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,216902.0,13908372.96,4.41
2021-01-26,PRNT,RENISHAW PLC,RSW,163690.0,13887090.24,4.4
2021-01-26,PRNT,SLM SOLUTIONS GROUP AG,AM3D,562445.0,13755559.95,4.36
2021-01-26,PRNT,STRAUMANN HOLDING AG-REG,STMN,11446.0,13444610.44,4.26
2021-01-26,PRNT,MICROSOFT CORP,MSFT,57300.0,13312509.0,4.22
2021-01-26,PRNT,PTC INC,PTC,100336.0,12995518.72,4.12
2021-01-26,PRNT,DASSAULT SYSTEMES SE,DSY,62934.0,12994792.06,4.12
2021-01-26,PRNT,HP INC,HPQ,520910.0,12824804.2,4.07
2021-01-26,PRNT,MATERIALISE NV-ADR,MTLS,186779.0,12671087.36,4.02
2021-01-26,PRNT,TRIMBLE INC,TRMB,177631.0,12375551.77,3.93
2021-01-26,PRNT,ANSYS INC,ANSS,33459.0,12267407.76,3.89
2021-01-26,PRNT,ALTAIR ENGINEERING INC - A,ALTR,202459.0,11785138.39,3.74
2021-01-26,PRNT,AUTODESK INC,ADSK,39286.0,11461690.5,3.64
2021-01-26,PRNT,FARO TECHNOLOGIES INC,FARO,48175.0,3708029.75,1.18
2021-01-26,PRNT,HEXAGON AB-B SHS,HEXAB,40256.0,3696234.27,1.17
2021-01-26,PRNT,ALIGN TECHNOLOGY INC,ALGN,6586.0,3524168.6,1.12
2021-01-26,PRNT,AMETEK INC,AME,29245.0,3313458.5,1.05
2021-01-26,PRNT,SIEMENS AG-REG,SIE,17177.0,2730814.03,0.87
2021-01-26,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,64141.0,2593220.63,0.82
2021-01-26,PRNT,MICHELIN (CGDE),ML,19114.0,2585015.82,0.82
2021-01-26,PRNT,BERTRANDT AG,BDT,47364.0,2527086.61,0.8
2021-01-26,PRNT,OC OERLIKON CORP AG-REG,OERL,242324.0,2508685.7,0.8
2021-01-26,PRNT,GENERAL ELECTRIC CO,GE,220837.0,2493249.73,0.79
2021-01-26,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,47613.0,2497301.85,0.79
2021-01-26,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,20790.0,2477128.5,0.79
2021-01-26,PRNT,NUVASIVE INC,NUVA,42053.0,2418468.03,0.77
2021-01-26,PRNT,MEDTRONIC PLC,MDT UN,20730.0,2420227.5,0.77
2021-01-26,PRNT,STRYKER CORP,SYK,10027.0,2386426.0,0.76
2021-01-26,PRNT,UNITED PARCEL SERVICE-CL B,UPS,14762.0,2383029.66,0.76
2021-01-26,PRNT,KAISER ALUMINUM CORP,KALU,24301.0,2316128.31,0.73
2021-01-26,PRNT,MOOG INC-CLASS A,MOG/A,30448.0,2246453.44,0.71
2021-01-26,PRNT,ARCONIC CORP,ARNC,82601.0,2183970.44,0.69
2021-01-26,PRNT,SGL CARBON SE,SGL,59144.0,467763.37,0.15
2021-01-26,PRNT,PYROGENESIS CANADA INC,PYR,114400.0,441594.45,0.14
2021-01-26,PRNT,TORAY INDUSTRIES INC,3402,52908.0,364669.69,0.12
2021-01-26,PRNT,ARKEMA,AKE,2946.0,333363.35,0.11
2021-01-26,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,19065.0,343360.65,0.11
2021-01-26,PRNT,CARPENTER TECHNOLOGY,CRS,9839.0,341905.25,0.11
2021-01-26,PRNT,DUPONT DE NEMOURS INC,DD,4222.0,337042.26,0.11
2021-01-26,PRNT,EVONIK INDUSTRIES AG,EVK,10576.0,351177.86,0.11
2021-01-26,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,3203.0,348414.82,0.11
2021-01-26,PRNT,3M CO,MMM,2000.0,351900.0,0.11
2021-01-26,PRNT,SANDVIK AB,SAND,13310.0,355590.17,0.11
2021-01-26,PRNT,EASTMAN CHEMICAL CO,EMN,3219.0,332748.03,0.11
2021-01-26,PRNT,VOESTALPINE AG,VOE,9253.0,353858.07,0.11
2021-01-26,PRNT,KONINKLIJKE DSM NV,DSM,1968.0,354515.85,0.11
2021-01-26,PRNT,EASTMAN KODAK CO,KODK,35380.0,333633.4,0.11
2021-01-26,PRNT,XEROX HOLDINGS CORP,XRX UN,14915.0,314259.05,0.1
2021-01-26,PRNT,HEXCEL CORP,HXL,7098.0,319410.0,0.1
2021-01-26,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,335835.0,4251671.1,2.54
2021-01-26,IZRL,STRATASYS LTD,SSYS,91972.0,3898693.08,2.33
2021-01-26,IZRL,NANO-X IMAGING LTD,NNOX,43464.0,3700090.32,2.21
2021-01-26,IZRL,PERION NETWORK LTD,PERI,222947.0,3469055.32,2.07
2021-01-26,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,26856.0,3145549.19,1.88
2021-01-26,IZRL,CERAGON NETWORKS LTD,CRNT,589665.0,3128172.83,1.87
2021-01-26,IZRL,NANO DIMENSION LTD - ADR,NNDM,197952.0,3086071.68,1.84
2021-01-26,IZRL,ITURAN LOCATION AND CONTROL,ITRN,153921.0,3056871.06,1.82
2021-01-26,IZRL,UROGEN PHARMA LTD,URGN UQ,131579.0,3017106.47,1.8
2021-01-26,IZRL,INMODE LTD,INMD,49378.0,2997244.6,1.79
2021-01-26,IZRL,RADA ELECTRONIC INDS LTD,RADA,280266.0,3007254.18,1.79
2021-01-26,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,18104.0,3000738.0,1.79
2021-01-26,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,98609.0,2938548.2,1.75
2021-01-26,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,237271.0,2923178.72,1.74
2021-01-26,IZRL,TARO PHARMACEUTICAL INDUS,TARO,38022.0,2925792.9,1.74
2021-01-26,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,343562.0,2872178.32,1.71
2021-01-26,IZRL,CHECK POINT SOFTWARE TECH,CHKP,21668.0,2834174.4,1.69
2021-01-26,IZRL,AUDIOCODES LTD,AUDC,85516.0,2816897.04,1.68
2021-01-26,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,18722.0,2796518.85,1.67
2021-01-26,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,27624.0,2804102.03,1.67
2021-01-26,IZRL,RADWARE LTD,RDWR,99766.0,2799433.96,1.67
2021-01-26,IZRL,NOVA MEASURING INSTRUMENTS,NVMI,36615.0,2799582.9,1.67
2021-01-26,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,81578.0,2790783.38,1.66
2021-01-26,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,1853349.0,2780846.4,1.66
2021-01-26,IZRL,ELBIT SYSTEMS LTD,ESLT,20654.0,2782790.83,1.66
2021-01-26,IZRL,PARTNER COMMUNICATIONS CO,PTNR,584042.0,2773828.4,1.65
2021-01-26,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,2635087.0,2758784.47,1.65
2021-01-26,IZRL,CAMTEK LTD,CAMT,116987.0,2756213.72,1.64
2021-01-26,IZRL,GAMIDA CELL LTD,GMDA,332713.0,2754863.64,1.64
2021-01-26,IZRL,SILICOM LTD,SILC,62624.0,2738547.52,1.63
2021-01-26,IZRL,NICE LTD - SPON ADR,NICE,10224.0,2714267.52,1.62
2021-01-26,IZRL,DARIOHEALTH CORP,DRIO,115191.0,2705836.59,1.61
2021-01-26,IZRL,ALLOT LTD,ALLT,197095.0,2686404.85,1.6
2021-01-26,IZRL,JFROG LTD,FROG,38436.0,2683217.16,1.6
2021-01-26,IZRL,WIX.COM LTD,WIX,10826.0,2669908.12,1.59
2021-01-26,IZRL,HILAN LTD,HLAN,59908.0,2654465.38,1.58
2021-01-26,IZRL,FIVERR INTERNATIONAL LTD,FVRR,12283.0,2636054.63,1.57
2021-01-26,IZRL,CELLCOM ISRAEL LTD,CEL,592191.0,2622127.53,1.56
2021-01-26,IZRL,KAMADA LTD,KMDA,379721.0,2605734.64,1.55
2021-01-26,IZRL,MATRIX IT LTD,MTRX,116777.0,2557458.14,1.53
2021-01-26,IZRL,POLYPID LTD,PYPD,255711.0,2531538.9,1.51
2021-01-26,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,197163.0,2423133.27,1.45
2021-01-26,IZRL,AUGWIND ENERGY TECH STORAGE,BIMCM,82020.0,2418631.84,1.44
2021-01-26,IZRL,ITAMAR MEDICAL LTD,ITMR,2779503.0,2361858.36,1.41
2021-01-26,IZRL,COMPUGEN LTD,CGEN,191043.0,2367022.77,1.41
2021-01-26,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,7934.0,2353859.12,1.4
2021-01-26,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,138557.0,2353479.13,1.4
2021-01-26,IZRL,KORNIT DIGITAL LTD,KRNT,23959.0,2311085.14,1.38
2021-01-26,IZRL,ARAD LTD,ARD,153764.0,2304788.5,1.37
2021-01-26,IZRL,INTERCURE LTD,INCR,1349547.0,2285266.53,1.36
2021-01-26,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,304806.0,2225083.8,1.33
2021-01-26,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,56814.0,2214662.16,1.32
2021-01-26,IZRL,PLASSON INDUSTRIES LTD,PLSN,37530.0,1997340.23,1.19
2021-01-26,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,79489.0,1763474.31,1.05
2021-01-26,IZRL,HAMLET (ISRAEL-CANADA) LTD,HAML,91974.0,1716292.24,1.02
2021-01-26,IZRL,EVOGENE LTD,EVGN,210376.0,1501627.39,0.9
2021-01-26,IZRL,MALAM - TEAM LTD,MLTM,5418.0,1482040.42,0.88
2021-01-26,IZRL,AYALA PHARMACEUTICALS INC,AYLA,100504.0,1482434.0,0.88
2021-01-26,IZRL,E & M COMPUTING,EMCO,216509.0,1156898.08,0.69
2021-01-26,IZRL,ROBOGROUP T.E.K LTD,ROBO,463451.0,1021928.12,0.61
2021-01-26,IZRL,BIONDVAX PHARMACEUTICALS-ADR,BVXV,9720.0,55015.2,0.03
2021-01-25,ARKK,TESLA INC,TSLA,2601069.0,2291021575.2,9.44
2021-01-25,ARKK,ROKU INC,ROKU,4204266.0,1793708046.24,7.39
2021-01-25,ARKK,TELADOC HEALTH INC,TDOC,4516409.0,1296615859.81,5.34
2021-01-25,ARKK,CRISPR THERAPEUTICS AG,CRSP,6070635.0,1100241887.4,4.53
2021-01-25,ARKK,SQUARE INC - A,SQ,4987429.0,1080476618.56,4.45
2021-01-25,ARKK,INVITAE CORP,NVTA,17456809.0,911769134.07,3.76
2021-01-25,ARKK,ZILLOW GROUP INC - C,Z,4896994.0,719172538.84,2.96
2021-01-25,ARKK,BAIDU INC - SPON ADR,BIDU,2729573.0,695686270.51,2.87
2021-01-25,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1983300.0,661648713.0,2.73
2021-01-25,ARKK,PROTO LABS INC,PRLB,3157475.0,656344328.25,2.7
2021-01-25,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,5926441.0,568938336.0,2.34
2021-01-25,ARKK,SHOPIFY INC - CLASS A,SHOP,450307.0,543034217.44,2.24
2021-01-25,ARKK,TWIST BIOSCIENCE CORP,TWST,2901821.0,539854778.84,2.22
2021-01-25,ARKK,PAYPAL HOLDINGS INC,PYPL,2159433.0,534999525.75,2.2
2021-01-25,ARKK,EXACT SCIENCES CORP,EXAS,3385829.0,521180657.97,2.15
2021-01-25,ARKK,PURE STORAGE INC - CLASS A,PSTG,22255488.0,517217541.12,2.13
2021-01-25,ARKK,TWILIO INC - A,TWLO,1331366.0,505919080.0,2.08
2021-01-25,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,1275627.0,499828927.41,2.06
2021-01-25,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,3723171.0,485948278.92,2.0
2021-01-25,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,10042069.0,467056629.19,1.92
2021-01-25,ARKK,DOCUSIGN INC,DOCU,1893067.0,462665574.8,1.91
2021-01-25,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6456860.0,461019804.0,1.9
2021-01-25,ARKK,EDITAS MEDICINE INC,EDIT,6655763.0,435752803.61,1.79
2021-01-25,ARKK,MATERIALISE NV-ADR,MTLS,6006937.0,411234907.02,1.69
2021-01-25,ARKK,LENDINGTREE INC,TREE UW,1224240.0,401562962.4,1.65
2021-01-25,ARKK,PAGERDUTY INC,PD,7552637.0,362904207.85,1.49
2021-01-25,ARKK,KE HOLDINGS INC,BEKE,5050347.0,357564567.6,1.47
2021-01-25,ARKK,2U INC,TWOU,8055366.0,348072364.86,1.43
2021-01-25,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,3020338.0,339667211.48,1.4
2021-01-25,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,3861846.0,293500296.0,1.21
2021-01-25,ARKK,SEA LTD-ADR,SE,1255161.0,287030217.48,1.18
2021-01-25,ARKK,STRATASYS LTD,SSYS,7049806.0,281992240.0,1.16
2021-01-25,ARKK,UNITY SOFTWARE INC,U,1816449.0,275246516.97,1.13
2021-01-25,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,5497654.0,269385046.0,1.11
2021-01-25,ARKK,VERACYTE INC,VCYT,4841473.0,268120774.74,1.1
2021-01-25,ARKK,10X GENOMICS INC-CLASS A,TXG,1437226.0,263371664.5,1.08
2021-01-25,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,7257224.0,260897202.8,1.07
2021-01-25,ARKK,REGENERON PHARMACEUTICALS,REGN,474278.0,259999199.6,1.07
2021-01-25,ARKK,PINTEREST INC- CLASS A,PINS,3207369.0,235324663.53,0.97
2021-01-25,ARKK,SYNOPSYS INC,SNPS,858942.0,231596531.46,0.95
2021-01-25,ARKK,SPLUNK INC,SPLK,1225825.0,210731575.75,0.87
2021-01-25,ARKK,SERES THERAPEUTICS INC,MCRB,8038025.0,199664541.0,0.82
2021-01-25,ARKK,HUYA INC-ADR,HUYA,6879589.0,171920929.11,0.71
2021-01-25,ARKK,CERUS CORP,CERS,19063301.0,138780831.28,0.57
2021-01-25,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,1654979.0,127483032.37,0.53
2021-01-25,ARKK,COMPUGEN LTD,CGEN,10029658.0,126875173.7,0.52
2021-01-25,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,1242436.0,122342672.92,0.5
2021-01-25,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5056505.0,61790491.1,0.25
2021-01-25,ARKK,PACCAR INC,PCAR,542683.0,53147659.61,0.22
2021-01-25,ARKK,FATE THERAPEUTICS INC,FATE,284314.0,27333947.96,0.11
2021-01-25,ARKK,ORGANOVO HOLDINGS INC,ONVO ,513313.0,7407106.59,0.03
2021-01-25,ARKQ,TESLA INC,TSLA,385495.0,339543996.0,11.41
2021-01-25,ARKQ,MATERIALISE NV-ADR,MTLS,2280909.0,156151030.14,5.25
2021-01-25,ARKQ,BAIDU INC - SPON ADR,BIDU,520717.0,132715141.79,4.46
2021-01-25,ARKQ,TRIMBLE INC,TRMB,1859240.0,131745746.4,4.43
2021-01-25,ARKQ,JD.COM INC-ADR,JD,1328821.0,130729409.98,4.39
2021-01-25,ARKQ,DEERE & CO,DE,418498.0,124796103.6,4.19
2021-01-25,ARKQ,NANO DIMENSION LTD - ADR,NNDM,6914164.0,115189972.24,3.87
2021-01-25,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,3630313.0,108800480.61,3.66
2021-01-25,ARKQ,ALPHABET INC-CL C,GOOG,53511.0,101638793.4,3.42
2021-01-25,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,762903.0,99574099.56,3.35
2021-01-25,ARKQ,NXP SEMICONDUCTORS NV,NXPI,512896.0,89459320.32,3.01
2021-01-25,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,1252071.0,88396212.6,2.97
2021-01-25,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1789713.0,87695937.0,2.95
2021-01-25,ARKQ,AEROVIRONMENT INC,AVAV,580736.0,77934771.2,2.62
2021-01-25,ARKQ,CATERPILLAR INC,CAT,385022.0,72130021.48,2.42
2021-01-25,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1949405.0,70178580.0,2.36
2021-01-25,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,2396688.0,68281641.12,2.29
2021-01-25,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1285743.0,63219983.31,2.12
2021-01-25,ARKQ,SYNOPSYS INC,SNPS,231891.0,62524770.33,2.1
2021-01-25,ARKQ,STRATASYS LTD,SSYS,1544348.0,61773920.0,2.08
2021-01-25,ARKQ,PROTO LABS INC,PRLB,280592.0,58326659.04,1.96
2021-01-25,ARKQ,2U INC,TWOU,1201373.0,51911327.33,1.74
2021-01-25,ARKQ,WORKHORSE GROUP INC,WKHS,2096358.0,51801006.18,1.74
2021-01-25,ARKQ,TERADYNE INC,TER,344847.0,48316513.17,1.62
2021-01-25,ARKQ,FLIR SYSTEMS INC,FLIR,810101.0,44174807.53,1.48
2021-01-25,ARKQ,MAGNA INTERNATIONAL INC,MGA,575991.0,43660117.8,1.47
2021-01-25,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,109277.0,42175458.15,1.42
2021-01-25,ARKQ,NVIDIA CORP,NVDA,75736.0,41361701.68,1.39
2021-01-25,ARKQ,LOCKHEED MARTIN CORP,LMT,118252.0,40620744.52,1.37
2021-01-25,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,404685.0,38849760.0,1.31
2021-01-25,ARKQ,INTUITIVE SURGICAL INC,ISRG,46541.0,34999297.41,1.18
2021-01-25,ARKQ,XILINX INC,XLNX,237697.0,34499342.58,1.16
2021-01-25,ARKQ,ANSYS INC,ANSS,92408.0,33994130.96,1.14
2021-01-25,ARKQ,RAVEN INDUSTRIES INC,RAVN,853213.0,31526220.35,1.06
2021-01-25,ARKQ,APPLE INC,AAPL,214454.0,30649765.68,1.03
2021-01-25,ARKQ,AMAZON.COM INC,AMZN,9075.0,29893050.0,1.0
2021-01-25,ARKQ,ELBIT SYSTEMS LTD,ESLT,208665.0,27967369.95,0.94
2021-01-25,ARKQ,ROCKWELL AUTOMATION INC,ROK,105929.0,27631579.65,0.93
2021-01-25,ARKQ,EXONE CO/THE,XONE,997483.0,24528106.97,0.82
2021-01-25,ARKQ,AUTODESK INC,ADSK,80224.0,23556975.36,0.79
2021-01-25,ARKQ,HONEYWELL INTERNATIONAL INC,HON,54276.0,10956696.12,0.37
2021-01-25,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,294024.0,4295690.64,0.14
2021-01-25,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,197165.0,2845090.95,0.1
2021-01-25,ARKQ,SPLUNK INC,SPLK,957.0,164517.87,0.01
2021-01-25,ARKW,TESLA INC,TSLA,739473.0,651327818.4,9.6
2021-01-25,ARKW,ROKU INC,ROKU,775985.0,331066240.4,4.88
2021-01-25,ARKW,TELADOC HEALTH INC,TDOC,1059065.0,304046970.85,4.48
2021-01-25,ARKW,SQUARE INC - A,SQ,1170080.0,253486131.2,3.74
2021-01-25,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2614409.0,250983264.0,3.7
2021-01-25,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,6956099.0,229899071.95,3.39
2021-01-25,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,599772.0,200089936.92,2.95
2021-01-25,ARKW,NETFLIX INC,NFLX,310919.0,173113480.82,2.55
2021-01-25,ARKW,PURE STORAGE INC - CLASS A,PSTG,6536496.0,151908167.04,2.24
2021-01-25,ARKW,FACEBOOK INC-CLASS A,FB,545862.0,151755094.62,2.24
2021-01-25,ARKW,FASTLY INC - CLASS A,FSLY,1434531.0,150927006.51,2.22
2021-01-25,ARKW,SEA LTD-ADR,SE,633186.0,144796974.48,2.13
2021-01-25,ARKW,PINTEREST INC- CLASS A,PINS,1957852.0,143647601.24,2.12
2021-01-25,ARKW,PAYPAL HOLDINGS INC,PYPL,553505.0,137130863.75,2.02
2021-01-25,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,1217013.0,136865281.98,2.02
2021-01-25,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,345753.0,135476397.99,2.0
2021-01-25,ARKW,TWILIO INC - A,TWLO,348875.0,132572500.0,1.95
2021-01-25,ARKW,ZILLOW GROUP INC - C,Z,888491.0,130483788.26,1.92
2021-01-25,ARKW,SNAP INC - A,SNAP,2415363.0,129584224.95,1.91
2021-01-25,ARKW,SHOPIFY INC - CLASS A,SHOP,105327.0,127015935.84,1.87
2021-01-25,ARKW,HUYA INC-ADR,HUYA,4710087.0,117705074.13,1.73
2021-01-25,ARKW,LENDINGTREE INC,TREE UW,354957.0,116429445.57,1.72
2021-01-25,ARKW,DOCUSIGN INC,DOCU,453979.0,110952467.6,1.64
2021-01-25,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,3985964.0,108936396.12,1.61
2021-01-25,ARKW,BAIDU INC - SPON ADR,BIDU,425332.0,108404366.84,1.6
2021-01-25,ARKW,PAGERDUTY INC,PD,2226551.0,106985775.55,1.58
2021-01-25,ARKW,KE HOLDINGS INC,BEKE,1448672.0,102565977.6,1.51
2021-01-25,ARKW,AGORA INC-ADR,API,2006956.0,94888879.68,1.4
2021-01-25,ARKW,NVIDIA CORP,NVDA,174047.0,95052288.11,1.4
2021-01-25,ARKW,VERACYTE INC,VCYT,1645791.0,91143905.58,1.34
2021-01-25,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,684059.0,89283380.68,1.32
2021-01-25,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,323396.0,84529246.48,1.25
2021-01-25,ARKW,UNITY SOFTWARE INC,U,546296.0,82780232.88,1.22
2021-01-25,ARKW,2U INC,TWOU,1882940.0,81361837.4,1.2
2021-01-25,ARKW,PELOTON INTERACTIVE INC-A,PTON,500634.0,78669626.76,1.16
2021-01-25,ARKW,SALESFORCE.COM INC,CRM,343680.0,77644185.6,1.14
2021-01-25,ARKW,MERCADOLIBRE INC,MELI,40547.0,76228360.0,1.12
2021-01-25,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,982104.0,74639904.0,1.1
2021-01-25,ARKW,JD.COM INC-ADR,JD,752556.0,74036459.28,1.09
2021-01-25,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,2013945.0,72965227.35,1.08
2021-01-25,ARKW,TRADE DESK INC/THE -CLASS A,TTD,92544.0,72701640.96,1.07
2021-01-25,ARKW,ADOBE INC,ADBE,151024.0,71500802.56,1.05
2021-01-25,ARKW,ADYEN NV-UNSPON ADR,ADYEY,1543161.0,71062564.05,1.05
2021-01-25,ARKW,SYNOPSYS INC,SNPS,254382.0,68589018.66,1.01
2021-01-25,ARKW,NANO DIMENSION LTD - ADR,NNDM,4107653.0,68433498.98,1.01
2021-01-25,ARKW,APPLE INC,AAPL,479769.0,68568585.48,1.01
2021-01-25,ARKW,CLOUDFLARE INC - CLASS A,NET,822613.0,68095904.14,1.0
2021-01-25,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,291631.0,63426826.19,0.93
2021-01-25,ARKW,HUBSPOT INC,HUBS,162553.0,62460990.25,0.92
2021-01-25,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,248921.0,57520664.68,0.85
